"hospitalId","sector","name","pcds","lat","long","trustId","trustName","hasIcu","hasAccidentAndEmergency","hasSurgicalDepartment"
"NDA07","Independent Sector","Walton Community Hospital - Virgin Care Services Ltd","KT12 3LD",51.379997253418,-0.406042069196701,"NDA","Virgin Care Services Ltd",FALSE,FALSE,FALSE
"NDA18","Independent Sector","Woking Community Hospital (Virgin Care)","GU22 7HS",51.3151321411133,-0.556289494037628,"NDA","Virgin Care Services Ltd",FALSE,FALSE,FALSE
"NLT02","NHS Sector","North Somerset Community Hospital","BS21 6BS",51.4371948242188,-2.84719276428223,"NLT","North Somerset Community Partnership Community Interest Company",FALSE,FALSE,FALSE
"NMP01","Independent Sector","Bridgewater Hospital","M15 5AT",53.4597434997559,-2.24546885490417,"NMP","Bridgewater Hospital (Manchester) Ltd",FALSE,FALSE,FALSE
"NMV01","Independent Sector","Kneesworth House","SG8 5JP",52.0781211853027,-0.0306040551513433,"NMV","Partnerships In Care Ltd",FALSE,FALSE,FALSE
"NMV02","Independent Sector","Stockton Hall Hospital","YO32 9UN",53.9953918457031,-1.00255286693573,"NMV","Partnerships In Care Ltd",FALSE,FALSE,FALSE
"NQ106","Independent Sector","Fryatt Hospital, Harwich","CO12 4EX",51.9346961975098,1.26144409179688,"NQ1","Anglian Community Enterprise Community Interest Company (ACE CIC)",FALSE,FALSE,FALSE
"NQ108","Independent Sector","Clacton Hospital","CO15 1LH",51.7860794067383,1.14818751811981,"NQ1","Anglian Community Enterprise Community Interest Company (ACE CIC)",FALSE,FALSE,FALSE
"NQ901","Independent Sector","Lakeside Hospital","MK44 3AS",52.1983261108398,-0.310280710458755,"NQ9","Brookdale Healthcare Ltd (T/A Brookdale Care)",FALSE,FALSE,FALSE
"NQM01","Independent Sector","Orthopaedics and Spine Specialist Hospital","PE3 8YA",52.6049423217773,-0.283021807670593,"NQM","Orthopaedics and Spine Specialist Hospital",FALSE,FALSE,FALSE
"NR510","Independent Sector","Lee Mill Hospital","PL21 9HL",50.3894844055176,-3.95966005325317,"NR5","Livewell Southwest",FALSE,FALSE,FALSE
"NR527","Independent Sector","Mount Gould Hospital","PL4 7QD",50.3784027099609,-4.1127405166626,"NR5","Livewell Southwest",FALSE,FALSE,FALSE
"NT202","Independent Sector","Nuffield Health, Bournemouth Hospital","BH1 1RW",50.7304191589355,-1.87092673778534,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT204","Independent Sector","Nuffield Health, Brentwood Hospital","CM15 8EH",51.6233329772949,0.312835305929184,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT205","Independent Sector","Nuffield Health, Brighton Hospital","BN2 6DX",50.8345184326172,-0.0819105133414268,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT206","Independent Sector","Nuffield Health, Bristol Hospital (Chesterfield)","BS8 1BN",51.4536094665527,-2.61598443984985,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT209","Independent Sector","Nuffield Health, Cambridge Hospital","CB2 8AF",52.1903533935547,0.123558595776558,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT210","Independent Sector","Nuffield Health, The Grosvenor Hospital, Chester","CH4 7QP",53.1763458251953,-2.89524674415588,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT211","Independent Sector","Nuffield Health, Cheltenham Hospital","GL51 6SY",51.8919296264648,-2.12990546226501,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT212","Independent Sector","Nuffield Health, Chichester Hospital","PO19 6WB",50.8479804992676,-0.780013144016266,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT213","Independent Sector","Nuffield Health, Derby Hospital","DE23 4SN",52.8935508728027,-1.53015518188477,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT214","Independent Sector","Nuffield Health, Wessex Hospital","SO53 2DW",50.9969749450684,-1.35935091972351,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT215","Independent Sector","Nuffield Health, Exeter Hospital","EX2 4UG",50.7163162231445,-3.51127171516418,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT216","Independent Sector","Nuffield Health, Guildford Hospital","GU2 7RF",51.2416534423828,-0.61254358291626,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT218","Independent Sector","Nuffield Health, Haywards Heath Hospital","RH16 1UD",51.0084037780762,-0.106121420860291,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT219","Independent Sector","Nuffield Health, Hereford Hospital","HR1 1DF",52.0639381408691,-2.69995450973511,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT222","Independent Sector","Nuffield Health, Ipswich Hospital","IP4 5SW",52.0475196838379,1.22894585132599,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT224","Independent Sector","Nuffield Health, Warwickshire Hospital","CV32 6RW",52.3084983825684,-1.54386508464813,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT225","Independent Sector","Nuffield Health, Leeds Hospital","LS1 3EB",53.8006591796875,-1.5542573928833,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT226","Independent Sector","Nuffield Health, Leicester Hospital","LE5 1HY",52.6442565917969,-1.07129549980164,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT229","Independent Sector","Nuffield Health, Newcastle-upon-Tyne Hospital","NE2 1JP",54.9866142272949,-1.6052770614624,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT230","Independent Sector","Nuffield Health, North Staffordshire Hospital","ST5 4DB",52.9874076843262,-2.22302770614624,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT233","Independent Sector","Nuffield Health, Plymouth Hospital","PL6 8BG",50.4186744689941,-4.11444807052612,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT235","Independent Sector","Nuffield Health, Shrewsbury Hospital","SY3 9DP",52.6922569274902,-2.77144050598145,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT237","Independent Sector","Nuffield Health, Tees Hospital","TS20 1PX",54.5934257507324,-1.33521854877472,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT238","Independent Sector","Nuffield Health, Taunton Hospital","TA2 6AN",51.0298461914062,-3.12689781188965,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT239","Independent Sector","Nuffield Health, Tunbridge Wells Hospital","TN2 4UL",51.131519317627,0.278053015470505,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT241","Independent Sector","Nuffield Health, Woking Hospital","GU21 4BY",51.3322105407715,-0.561365902423859,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT242","Independent Sector","Nuffield Health, Wolverhampton Hospital","WV6 8LE",52.5934638977051,-2.17152237892151,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT244","Independent Sector","Nuffield Health, The Manor Hospital, Oxford","OX3 7RP",51.7604446411133,-1.21551871299744,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT245","Independent Sector","Nuffield Health, York Hospital","YO31 8TA",53.9747009277344,-1.07555985450745,"NT2","Nuffield Health",FALSE,FALSE,FALSE
"NT301","Independent Sector","Spire South Bank Hospital","WR5 3YB",52.1810874938965,-2.21623229980469,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT302","Independent Sector","Spire Bristol Hospital","BS6 6UT",51.4720497131348,-2.61485075950623,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT304","Independent Sector","Spire Southampton Hospital","SO16 6UY",50.9306106567383,-1.43271434307098,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT305","Independent Sector","Spire Portsmouth Hospital","PO9 5NP",50.8685913085938,-0.955126106739044,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT308","Independent Sector","Spire Gatwick Park Hospital","RH6 0BB",51.1676826477051,-0.183382451534271,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT309","Independent Sector","Spire Sussex Hospital","TN37 7RE",50.8853721618652,0.567722082138062,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT310","Independent Sector","Spire Tunbridge Wells Hospital","TN3 0RD",51.1345138549805,0.188159763813019,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT312","Independent Sector","Spire Alexandra Hospital","ME5 9PG",51.3279342651367,0.526541173458099,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT313","Independent Sector","Spire Wellesley Hospital","SS2 4XH",51.5543937683105,0.727603077888489,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT314","Independent Sector","Spire London East Hospital","IG4 5PZ",51.5871543884277,0.0430779606103897,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT315","Independent Sector","Spire Bushey Hospital","WD23 1RD",51.6373405456543,-0.331717818975449,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT316","Independent Sector","Spire Harpenden Hospital","AL5 4BP",51.8281288146973,-0.360377460718155,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT317","Independent Sector","Spire Cambridge Lea Hospital","CB24 9EL",52.2447624206543,0.113378502428532,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT318","Independent Sector","Spire Norwich Hospital","NR4 7TD",52.6271209716797,1.22576570510864,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT319","Independent Sector","Spire Hartswood Hospital","CM13 3LE",51.600414276123,0.293041914701462,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT320","Independent Sector","Spire Parkway Hospital","B91 2PP",52.4218864440918,-1.76312160491943,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT321","Independent Sector","Spire Little Aston Hospital","B74 3UP",52.599609375,-1.87556886672974,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT322","Independent Sector","Spire Leicester Hospital","LE2 2FF",52.6146659851074,-1.08345675468445,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT324","Independent Sector","Spire Cheshire Hospital","WA4 4LU",53.337474822998,-2.57632970809937,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT325","Independent Sector","Spire Murrayfield Hospital","CH61 1AU",53.3492774963379,-3.0800986289978,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT327","Independent Sector","Spire Manchester Hospital","M20 2AF",53.4252319335938,-2.25366497039795,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT332","Independent Sector","Spire Leeds Hospital","LS8 1NT",53.8324699401855,-1.51391303539276,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT333","Independent Sector","Spire Washington Hospital","NE38 9JZ",54.8793678283691,-1.55910074710846,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT337","Independent Sector","Spire Liverpool Hospital","L18 1HQ",53.3852767944336,-2.92410230636597,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT339","Independent Sector","Spire Regency Hospital","SK11 8DW",53.2601280212402,-2.13779950141907,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT343","Independent Sector","Spire Thames Valley Hospital","SL3 6NH",51.5427894592285,-0.572400808334351,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT344","Independent Sector","Spire Dunedin Hospital","RG1 6NS",51.4502220153809,-0.986806392669678,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT345","Independent Sector","Spire Clare Park Hospital","GU10 5XX",51.2251281738281,-0.847474157810211,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT347","Independent Sector","Spire Fylde Coast Hospital","FY3 8BP",53.826057434082,-3.01957058906555,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT348","Independent Sector","Spire Elland Hospital","HX5 9EB",53.688777923584,-1.8289133310318,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT350","Independent Sector","Spire Methley Park Hospital","LS26 9HG",53.7404441833496,-1.4233101606369,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT351","Independent Sector","Spire Hull and East Riding Hospital","HU10 7AZ",53.7392539978027,-0.435012012720108,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT364","Independent Sector","The Montefiore Hospital","BN3 1RD",50.8318557739258,-0.154885277152061,"NT3","Spire Healthcare",FALSE,FALSE,FALSE
"NT401","Independent Sector","BMI The Alexandra Hospital","SK8 2PX",53.3972663879395,-2.21581315994263,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT402","Independent Sector","BMI Bath Clinic","BA2 7BR",51.3642845153809,-2.33202195167542,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT403","Independent Sector","BMI The Beardwood Hospital","BB2 7AE",53.7550430297852,-2.5131618976593,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT404","Independent Sector","BMI The Beaumont Hospital","BL6 4LA",53.5798225402832,-2.49910449981689,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT405","Independent Sector","BMI Bishops Wood Hospital","HA6 2JW",51.6164512634277,-0.446507066488266,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT406","Independent Sector","BMI The Blackheath Hospital","SE3 9UD",51.4634742736816,0.00627934141084552,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT408","Independent Sector","BMI The Chaucer Hospital","CT4 7AR",51.26171875,1.08745932579041,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT409","Independent Sector","BMI Chelsfield Park Hospital","BR6 7RG",51.3584671020508,0.130860954523087,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT410","Independent Sector","BMI The Chiltern Hospital","HP16 0EN",51.6905326843262,-0.693654179573059,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT411","Independent Sector","BMI The Clementine Churchill Hospital","HA1 3RX",51.5649681091309,-0.332694321870804,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT412","Independent Sector","BMI The Droitwich Spa Hospital","WR9 8DN",52.2655372619629,-2.15086627006531,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT413","Independent Sector","BMI The Esperance Hospital","BN21 3BG",50.76611328125,0.287030458450317,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT414","Independent Sector","BMI Fawkham Manor Hospital","DA3 8ND",51.3729057312012,0.286065489053726,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT416","Independent Sector","BMI Hendon Hospital","NW4 1RP",51.5937118530273,-0.224589705467224,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT417","Independent Sector","BMI Goring Hall Hospital","BN12 5AT",50.8113899230957,-0.431818693876266,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT419","Independent Sector","BMI The Harbour Hospital","BH15 2BH",50.7220077514648,-1.97568118572235,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT420","Independent Sector","BMI The Highfield Hospital","OL11 4LZ",53.6065063476562,-2.16749024391174,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT421","Independent Sector","BMI The Kings Oak Hospital","EN2 8SD",51.6679000854492,-0.105554051697254,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT422","Independent Sector","BMI The London Independent Hospital","E1 4NL",51.5204010009766,-0.0467299558222294,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT423","Independent Sector","BMI The Manor Hospital","MK40 4AW",52.1383857727051,-0.513136744499207,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT424","Independent Sector","BMI The Meriden Hospital","CV2 2LQ",52.421215057373,-1.43838858604431,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT427","Independent Sector","BMI The Park Hospital","NG5 8RX",53.0500946044922,-1.14287126064301,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT428","Independent Sector","BMI The Princess Margaret Hospital","SL4 3SJ",51.4746971130371,-0.610265970230103,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT429","Independent Sector","BMI The Priory Hospital","B5 7UG",52.4564323425293,-1.91140866279602,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT430","Independent Sector","BMI The Ridgeway Hospital","SN4 9DD",51.5253295898438,-1.78614664077759,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT431","Independent Sector","BMI The Runnymede Hospital","KT16 0RQ",51.3779754638672,-0.524110198020935,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT432","Independent Sector","BMI The Sandringham Hospital","PE30 4HJ",52.7578201293945,0.447176158428192,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT433","Independent Sector","BMI Sarum Road Hospital","SO22 5HA",51.0613021850586,-1.33849430084229,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT434","Independent Sector","BMI The Saxon Clinic","MK6 5LR",52.0256156921387,-0.740350008010864,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT435","Independent Sector","BMI The Shelburne Hospital","HP11 2TR",51.6263771057129,-0.754729986190796,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT436","Independent Sector","BMI Shirley Oaks Hospital","CR9 8AB",51.3823013305664,-0.0563377290964127,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT437","Independent Sector","BMI The Sloane Hospital","BR3 5HS",51.408332824707,-0.00434595858678222,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT440","Independent Sector","BMI Thornbury Hospital","S10 3BR",53.3745193481445,-1.51726102828979,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT441","Independent Sector","BMI Three Shires Hospital","NN1 5DR",52.2361450195312,-0.87430864572525,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT443","Independent Sector","BMI The Winterbourne Hospital","DT1 2DR",50.7010231018066,-2.44185304641724,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT445","Independent Sector","BMI The Edgbaston Hospital","B15 2QQ",52.4575881958008,-1.93287801742554,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT446","Independent Sector","BMI Bury St Edmunds Hospital","IP33 2AA",52.2400779724121,0.719400405883789,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT447","Independent Sector","BMI The Duchy Hospital","HG2 0HF",53.9875717163086,-1.54779648780823,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT448","Independent Sector","BMI The Huddersfield Hospital","HD2 2BL",53.6583518981934,-1.7987277507782,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT449","Independent Sector","BMI The Lancaster Hospital","LA1 3RH",54.0431976318359,-2.79539322853088,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT450","Independent Sector","BMI The Lincoln Hospital","LN2 1QU",53.2380828857422,-0.533085405826569,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT451","Independent Sector","BMI The Cavell Hospital","EN2 7PR",51.6592254638672,-0.101346962153912,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT455","Independent Sector","BMI Mount Alvernia Hospital","GU1 3LX",51.2357482910156,-0.564204454421997,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT490","Independent Sector","BMI Southend Private Hospital","SS0 9AG",51.5500297546387,0.69976007938385,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT497","Independent Sector","BMI Gisburne Park Hospital","BB7 4HX",53.9433288574219,-2.26754307746887,"NT4","BMI Healthcare",FALSE,FALSE,FALSE
"NT708","Independent Sector","Royal Hospital Haslar","PO12 2AA",50.786018371582,-1.12463188171387,"NT7","Netcare Healthcare UK",FALSE,FALSE,FALSE
"NTE02","Independent Sector","St Hugh's Hospital","DN32 9RP",53.5510520935059,-0.0738050788640976,"NTE","Claremont & St Hugh's Hospitals (Hmt)",FALSE,FALSE,FALSE
"NTN03","Independent Sector","Priory Hospital Hemel Hempstead","HP3 0BN",51.7324104309082,-0.498069763183594,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN04","Independent Sector","Heathfield","TN21 8UN",50.9819259643555,0.306597054004669,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN05","Independent Sector","Priory Hospital Ticehurst ","TN5 7HU",51.0495529174805,0.398391991853714,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
"NTN07","Independent Sector","Priory Hospital Chelmsford","CM1 7SJ",51.7431793212891,0.487775713205338,"NTN","Priory Group Limited",FALSE,FALSE,FALSE
